                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.1482,                 3.1498,                0.89131,                0.42106,                0.31683,                0.21959,                0.05968,                 2.6834,                 2.1037,                0.82434,               0.001901,               0.001901,               0.001901
                     12,                 2.9044,                 2.6882,                0.87755,                0.24185,                0.15842,                0.07379,                0.01615,                 3.5932,                 2.2359,                0.88146,              0.0018911,              0.0018911,              0.0018911
                     13,                 3.0798,                 2.7351,                0.88758,                0.42964,                0.28345,                0.23362,                 0.0531,                 3.0468,                 2.1477,                0.82001,              0.0018812,              0.0018812,              0.0018812
                     14,                 2.9524,                 2.4878,                0.90178,                0.61707,                0.37624,                0.37829,                0.08034,                 3.1223,                 1.8498,                0.84329,              0.0018713,              0.0018713,              0.0018713
                     15,                 2.9879,                 2.3094,                0.89612,                 0.0155,                0.08911,                0.00743,                0.00203,                 2.6265,                 73.897,                0.67699,              0.0018614,              0.0018614,              0.0018614
                     16,                 2.8788,                 2.2023,                0.85945,                0.57262,                0.46432,                0.43453,                0.11214,                 2.8623,                 1.5034,                0.80369,              0.0018515,              0.0018515,              0.0018515
                     17,                 2.6792,                 1.9927,                0.87352,                0.35139,                0.27723,                0.20111,                0.05371,                 3.2484,                 1.6886,                0.80788,              0.0018416,              0.0018416,              0.0018416
                     18,                 2.8548,                 2.1689,                0.89086,                 0.1855,                0.09901,                0.07047,                0.02152,                 3.4782,                 2.5579,                0.82375,              0.0018317,              0.0018317,              0.0018317
                     19,                 2.8831,                 2.0559,                0.87828,                0.36247,                0.10891,                 0.1193,                0.03308,                 3.1142,                 2.6713,                0.89539,              0.0018218,              0.0018218,              0.0018218
                     20,                  2.908,                 1.8824,                0.87244,                 0.4184,                0.35644,                0.31147,                0.11056,                 2.5411,                 1.8701,                0.80844,              0.0018119,              0.0018119,              0.0018119
                     21,                 2.8312,                 1.7844,                0.85931,                0.59973,                0.44554,                0.40983,                0.12176,                  2.403,                 1.5071,                0.79422,               0.001802,               0.001802,               0.001802
                     22,                 2.6394,                  1.692,                0.84018,                0.66235,                0.45545,                0.44443,                0.11854,                  2.503,                  1.431,                0.80348,              0.0017921,              0.0017921,              0.0017921
                     23,                 2.7359,                 1.8228,                0.86028,                0.66655,                0.39604,                0.42238,                0.10922,                 2.6101,                 1.4735,                0.80657,              0.0017822,              0.0017822,              0.0017822
                     24,                 2.6945,                 1.7078,                0.83867,                0.64044,                0.47525,                0.49613,                0.16065,                 2.1694,                 1.3687,                 0.7807,              0.0017723,              0.0017723,              0.0017723
                     25,                 2.7111,                 1.7297,                0.85427,                0.62679,                0.35644,                0.39438,                0.12812,                 2.2641,                  1.486,                0.78683,              0.0017624,              0.0017624,              0.0017624
                     26,                 2.6772,                 1.6143,                0.84976,                0.45246,                0.37624,                0.37334,                0.10978,                 2.6782,                 1.5671,                 0.8037,              0.0017525,              0.0017525,              0.0017525
                     27,                 2.7817,                 1.7263,                0.84587,                0.58636,                0.49126,                0.46155,                0.15765,                 2.4138,                 1.3102,                0.78923,              0.0017426,              0.0017426,              0.0017426
                     28,                 2.7949,                 1.6359,                0.85048,                0.54128,                0.36634,                0.37748,                0.09025,                 2.9312,                 1.6622,                0.80992,              0.0017327,              0.0017327,              0.0017327
                     29,                 2.9177,                  1.599,                0.87089,                0.67964,                0.42574,                0.50562,                0.13731,                 2.7007,                 1.7068,                0.80492,              0.0017228,              0.0017228,              0.0017228
                     30,                  2.705,                 1.6114,                0.84638,                0.61605,                0.46073,                0.43359,                0.11452,                 2.6606,                 1.4015,                0.80857,              0.0017129,              0.0017129,              0.0017129
                     31,                 2.5245,                 1.4476,                0.82689,                0.59303,                0.50495,                0.49153,                0.15951,                 2.7975,                 1.2266,                0.80595,               0.001703,               0.001703,               0.001703
                     32,                 2.5754,                 1.4397,                0.85501,                0.62378,                0.49251,                0.50671,                0.17896,                  2.429,                 1.5634,                0.79652,              0.0016931,              0.0016931,              0.0016931
                     33,                 2.5605,                 1.5602,                0.86209,                0.58067,                0.43564,                0.48254,                0.16478,                 2.4913,                 1.5007,                0.79613,              0.0016832,              0.0016832,              0.0016832
                     34,                 2.6253,                 1.5085,                 0.8366,                0.63432,                0.48515,                 0.5398,                0.20735,                 2.2006,                 1.1951,                0.78788,              0.0016733,              0.0016733,              0.0016733
                     35,                 2.5295,                  1.377,                 0.8635,                0.63232,                0.48515,                0.50272,                0.14765,                 2.5173,                 1.3861,                0.80142,              0.0016634,              0.0016634,              0.0016634
                     36,                 2.5355,                 1.4317,                0.85209,                 0.4427,                0.45545,                0.40777,                0.14866,                  2.361,                 1.4428,                0.79355,              0.0016535,              0.0016535,              0.0016535
                     37,                 2.5506,                 1.3932,                0.84837,                0.63953,                0.51485,                 0.4819,                0.17033,                 2.3741,                 1.2394,                0.79149,              0.0016436,              0.0016436,              0.0016436
                     38,                 2.5047,                 1.3444,                0.84667,                0.50755,                0.40594,                0.37654,                0.12033,                 2.6627,                 1.3961,                 0.7991,              0.0016337,              0.0016337,              0.0016337
                     39,                 2.5547,                  1.359,                0.86174,                 0.5627,                0.50495,                0.52465,                0.18792,                 2.4198,                 1.1746,                0.80414,              0.0016238,              0.0016238,              0.0016238
                     40,                 2.5968,                 1.3155,                0.86151,                0.62344,                0.53465,                0.55952,                0.19638,                 2.3869,                 1.1586,                0.80024,              0.0016139,              0.0016139,              0.0016139
                     41,                 2.5727,                 1.3833,                0.84739,                0.56449,                0.48515,                0.48091,                0.18115,                 2.2983,                 1.1917,                0.79513,               0.001604,               0.001604,               0.001604
                     42,                 2.4541,                 1.3216,                0.84599,                0.65986,                0.51863,                 0.5137,                0.18307,                  2.406,                 1.2677,                0.79979,              0.0015941,              0.0015941,              0.0015941
                     43,                 2.5965,                 1.3269,                0.85051,                0.66287,                0.52563,                0.56425,                0.17835,                 2.2795,                 1.1333,                0.78873,              0.0015842,              0.0015842,              0.0015842
                     44,                 2.6263,                 1.3566,                0.85183,                0.59682,                0.52475,                0.49854,                0.19659,                 2.1567,                 1.0906,                0.78752,              0.0015743,              0.0015743,              0.0015743
                     45,                 2.6453,                 1.3232,                0.84994,                0.66915,                0.52069,                0.55477,                0.15893,                  2.402,                 1.2744,                0.79724,              0.0015644,              0.0015644,              0.0015644
                     46,                  2.533,                 1.2971,                0.84443,                0.72223,                0.51485,                0.56218,                0.21125,                 2.0384,                 1.0312,                0.78862,              0.0015545,              0.0015545,              0.0015545
                     47,                 2.4894,                 1.2533,                0.83597,                0.73789,                0.48515,                0.52125,                0.17469,                 2.5139,                 1.1469,                0.80085,              0.0015446,              0.0015446,              0.0015446
                     48,                 2.5008,                 1.2925,                0.83945,                0.50785,                0.42574,                0.41979,                0.14657,                 2.4887,                 1.2231,                 0.8084,              0.0015347,              0.0015347,              0.0015347
                     49,                  2.454,                 1.3561,                0.86422,                0.59434,                0.54455,                0.52046,                0.21005,                 2.3274,                   1.06,                0.80438,              0.0015248,              0.0015248,              0.0015248
                     50,                 2.6033,                 1.3241,                 0.8352,                0.69059,                0.45545,                0.53281,                0.20082,                 2.1841,                 1.2471,                0.79856,              0.0015149,              0.0015149,              0.0015149
                     51,                 2.2722,                 1.1189,                0.83149,                0.60699,                0.46535,                0.53105,                 0.1997,                 2.1803,                 1.1785,                0.79131,               0.001505,               0.001505,               0.001505
                     52,                 2.4516,                 1.2874,                0.83369,                 0.5662,                0.46535,                0.45523,                0.16186,                 2.1695,                 1.1237,                0.79559,              0.0014951,              0.0014951,              0.0014951
                     53,                 2.5931,                 1.2876,                0.84982,                0.58146,                0.37142,                0.45752,                0.15642,                  2.397,                 1.1283,                0.78998,              0.0014852,              0.0014852,              0.0014852
                     54,                 2.3272,                   1.25,                0.82351,                0.60952,                0.47525,                0.46399,                0.17598,                 2.1968,                 1.1439,                0.78519,              0.0014753,              0.0014753,              0.0014753
                     55,                 2.3977,                 1.1993,                0.83454,                0.53142,                0.42574,                 0.4232,                0.16085,                 2.0691,                 1.2954,                0.78124,              0.0014654,              0.0014654,              0.0014654
                     56,                 2.4084,                 1.1478,                0.82619,                0.58659,                0.41584,                0.42441,                0.14653,                 2.2533,                 1.4423,                0.78439,              0.0014555,              0.0014555,              0.0014555
                     57,                 2.3483,                 1.2044,                0.84569,                0.73318,                0.57135,                0.62492,                0.20573,                 2.2951,                 1.0915,                0.79288,              0.0014456,              0.0014456,              0.0014456
                     58,                 2.2188,                 1.1057,                0.84317,                0.66367,                0.42985,                0.49067,                0.18197,                 2.2624,                 1.2286,                0.79316,              0.0014357,              0.0014357,              0.0014357
                     59,                 2.4199,                 1.1852,                0.85415,                0.54144,                0.45545,                0.44839,                0.15553,                 2.0574,                  1.225,                0.78272,              0.0014258,              0.0014258,              0.0014258
                     60,                 2.3746,                 1.2082,                0.82541,                 0.5537,                0.48515,                0.46767,                0.14224,                 2.0704,                 1.1403,                0.78496,              0.0014159,              0.0014159,              0.0014159
                     61,                 2.3519,                 1.1725,                0.82932,                0.68756,                0.50495,                0.55514,                0.19914,                 2.2999,                 1.1236,                 0.7877,               0.001406,               0.001406,               0.001406
                     62,                 2.3479,                 1.2087,                0.81821,                0.66427,                0.52896,                0.58717,                0.22146,                  2.021,                 1.1369,                0.79069,              0.0013961,              0.0013961,              0.0013961
                     63,                  2.341,                  1.114,                  0.844,                0.67163,                0.53465,                0.53302,                0.19633,                 2.3294,                 1.1107,                0.79703,              0.0013862,              0.0013862,              0.0013862
                     64,                 2.4885,                 1.2267,                 0.8363,                0.67235,                0.51485,                0.53507,                 0.2013,                 2.3254,                 1.0479,                0.79945,              0.0013763,              0.0013763,              0.0013763
                     65,                 2.3285,                 1.1209,                 0.8384,                0.49158,                0.48515,                0.44251,                0.15578,                 2.3725,                 1.2189,                0.79668,              0.0013664,              0.0013664,              0.0013664
                     66,                 2.4604,                 1.2203,                0.82838,                0.58868,                0.45545,                0.52219,                0.20752,                 2.1628,                  1.011,                0.79669,              0.0013565,              0.0013565,              0.0013565
                     67,                 2.3729,                 1.1562,                0.83667,                 0.6875,                0.47925,                0.54512,                0.17467,                 2.5703,                 1.0966,                0.79448,              0.0013466,              0.0013466,              0.0013466
                     68,                 2.4103,                 1.2313,                0.81879,                0.69573,                  0.566,                0.57972,                0.20781,                 2.0422,                 1.0714,                0.79687,              0.0013367,              0.0013367,              0.0013367
                     69,                 2.1888,                 1.0272,                0.83323,                0.66441,                0.58416,                0.60756,                0.22228,                 2.2106,                 1.1004,                0.78486,              0.0013268,              0.0013268,              0.0013268
                     70,                 2.2247,                 1.0718,                0.82002,                0.55131,                0.52475,                0.50278,                0.17848,                 2.2056,                 1.1181,                0.78116,              0.0013169,              0.0013169,              0.0013169
                     71,                 2.4372,                 1.1381,                0.84444,                0.58909,                0.53941,                0.52902,                0.20951,                 2.0061,                0.98907,                0.78454,               0.001307,               0.001307,               0.001307
                     72,                 2.3804,                 1.1817,                0.83199,                0.69338,                0.54455,                0.59082,                0.21397,                 2.2353,                 1.0484,                0.79057,              0.0012971,              0.0012971,              0.0012971
                     73,                 2.3365,                 1.1562,                0.85172,                 0.5407,                0.45545,                0.45296,                0.16566,                 2.1755,                 1.2674,                0.78755,              0.0012872,              0.0012872,              0.0012872
                     74,                 2.2959,                 1.0471,                0.83714,                0.64838,                0.44554,                0.47969,                0.15059,                 2.7625,                 1.0949,                0.80057,              0.0012773,              0.0012773,              0.0012773
                     75,                  2.238,                 1.0401,                0.82673,                0.71926,                0.53273,                0.56611,                0.23524,                 2.1464,                0.97126,                0.78519,              0.0012674,              0.0012674,              0.0012674
                     76,                 2.3286,                 1.0813,                 0.8312,                0.65709,                0.51228,                0.55642,                0.19248,                 2.3887,                 1.0606,                0.78766,              0.0012575,              0.0012575,              0.0012575
                     77,                  2.345,                 1.1548,                0.82566,                0.71522,                0.51485,                0.58705,                0.20646,                 2.2708,                 1.0795,                0.78558,              0.0012476,              0.0012476,              0.0012476
                     78,                 2.3515,                 1.1696,                0.84459,                 0.7091,                0.51485,                0.57329,                 0.2107,                   2.17,                 1.0006,                0.78535,              0.0012377,              0.0012377,              0.0012377
                     79,                  2.303,                  1.077,                0.83455,                0.71538,                0.48515,                0.49035,                0.18281,                 2.1673,                 1.0537,                0.78429,              0.0012278,              0.0012278,              0.0012278
                     80,                 2.2999,                 1.1126,                0.83354,                0.70533,                0.45031,                0.47896,                0.18217,                 2.0437,                 1.0237,                0.78409,              0.0012179,              0.0012179,              0.0012179
                     81,                 2.2416,                 1.1471,                0.81357,                0.67025,                0.53465,                0.55161,                0.22168,                 2.0853,                 1.0741,                0.78201,               0.001208,               0.001208,               0.001208
                     82,                 2.2686,                 1.1878,                0.83578,                0.68575,                0.52475,                 0.5955,                0.22339,                 1.9919,                0.94468,                0.78179,              0.0011981,              0.0011981,              0.0011981
                     83,                 2.2703,                 1.0521,                0.82309,                0.70264,                0.49505,                0.56501,                0.19586,                 2.1169,                 1.0155,                0.77946,              0.0011882,              0.0011882,              0.0011882
                     84,                  2.277,                 1.0589,                0.82999,                0.68763,                0.48515,                0.52328,                0.18958,                 2.2005,                 1.1361,                0.78569,              0.0011783,              0.0011783,              0.0011783
                     85,                  2.234,                  1.078,                0.82965,                0.62972,                0.53886,                  0.581,                0.19556,                 2.1552,                 1.0195,                0.78438,              0.0011684,              0.0011684,              0.0011684
                     86,                 2.2109,                 1.0037,                0.82793,                0.67554,                0.52475,                0.60363,                0.25829,                 2.0196,                0.95993,                 0.7824,              0.0011585,              0.0011585,              0.0011585
                     87,                 2.3268,                 1.1102,                0.83414,                0.71629,                0.48515,                0.59077,                0.21996,                 2.3038,                 1.1297,                 0.7886,              0.0011486,              0.0011486,              0.0011486
                     88,                 2.1726,                0.99996,                0.81173,                0.70137,                0.58416,                 0.6243,                0.23853,                 2.1166,                 1.0298,                0.78575,              0.0011387,              0.0011387,              0.0011387
                     89,                  2.316,                 1.2426,                0.82136,                0.69759,                0.53465,                0.57937,                 0.2123,                 2.0391,                 1.0367,                0.78564,              0.0011288,              0.0011288,              0.0011288
                     90,                 2.2176,                 1.0555,                0.83482,                0.69293,                0.58416,                 0.6257,                0.24631,                 2.0558,                0.97711,                0.78937,              0.0011189,              0.0011189,              0.0011189
                     91,                 2.1706,                 1.0114,                0.83259,                0.71514,                0.54685,                0.62189,                0.25061,                 2.0065,                0.97122,                0.78817,               0.001109,               0.001109,               0.001109
                     92,                 2.2301,                 1.0528,                0.83313,                0.67511,                0.50495,                0.54488,                0.20138,                 2.3094,                 1.0171,                0.79646,              0.0010991,              0.0010991,              0.0010991
                     93,                 2.2768,                 1.0309,                0.83638,                0.53952,                0.49505,                0.49428,                0.18757,                 2.2127,                 1.1175,                0.78639,              0.0010892,              0.0010892,              0.0010892
                     94,                 2.1223,                0.95939,                0.82662,                0.69292,                0.51387,                0.54437,                0.20022,                 2.1363,                0.98568,                0.78635,              0.0010793,              0.0010793,              0.0010793
                     95,                 2.1656,                0.97098,                0.81934,                0.70082,                0.51027,                0.58199,                0.22841,                 2.0522,                 1.0416,                0.78473,              0.0010694,              0.0010694,              0.0010694
                     96,                 2.2513,                 1.0365,                0.83109,                0.69511,                0.51485,                0.59175,                0.25018,                 2.0636,                 1.0204,                0.79091,              0.0010595,              0.0010595,              0.0010595
                     97,                 2.3114,                 1.0442,                0.83052,                0.73555,                0.52327,                0.59841,                 0.2442,                 2.0804,                 1.0498,                0.78535,              0.0010496,              0.0010496,              0.0010496
                     98,                 2.2246,                0.97794,                0.83684,                0.69058,                0.48515,                0.54877,                0.23831,                 2.1625,                 1.0789,                  0.793,              0.0010397,              0.0010397,              0.0010397
                     99,                 2.2787,                0.97983,                0.81668,                0.69568,                0.47531,                0.50313,                0.20557,                   2.16,                  1.004,                0.78542,              0.0010298,              0.0010298,              0.0010298
                    100,                 2.1852,                 1.0288,                0.81265,                0.71735,                0.44554,                0.50702,                 0.2165,                 2.0259,                0.86899,                 0.7844,              0.0010199,              0.0010199,              0.0010199
                    101,                 2.1387,                0.98183,                  0.818,                0.63513,                0.58599,                 0.6264,                0.22618,                 2.3654,                0.90376,                0.79187,                0.00101,                0.00101,                0.00101
                    102,                 2.2206,                0.97541,                0.83015,                0.63374,                0.53112,                0.56749,                0.24455,                 2.0189,                 0.8645,                0.77996,              0.0010001,              0.0010001,              0.0010001
                    103,                  2.068,                0.99546,                0.81249,                 0.6269,                0.56564,                0.56795,                0.26224,                 1.9835,                0.85145,                 0.7852,              0.0009902,              0.0009902,              0.0009902
                    104,                 2.1856,                 1.0047,                0.80327,                0.72285,                0.42574,                0.53084,                0.22617,                 2.3031,                0.99618,                0.78631,              0.0009803,              0.0009803,              0.0009803
                    105,                 2.1205,                0.94726,                 0.8343,                 0.8135,                0.47507,                0.59206,                0.25972,                 2.1806,                0.95526,                0.78372,              0.0009704,              0.0009704,              0.0009704
                    106,                 2.1574,                  0.949,                0.83069,                0.73251,                0.46098,                0.53113,                0.17827,                  2.334,                0.97514,                0.79263,              0.0009605,              0.0009605,              0.0009605
                    107,                 2.1751,                0.96512,                0.81874,                0.70522,                0.51485,                0.56611,                0.22305,                 2.2624,                0.93065,                0.78718,              0.0009506,              0.0009506,              0.0009506
                    108,                 2.2327,                 1.0078,                0.82286,                0.74559,                0.52232,                0.63121,                 0.2427,                 2.0331,                0.91762,                0.77902,              0.0009407,              0.0009407,              0.0009407
                    109,                 2.1679,                0.95229,                0.81734,                0.71573,                0.53465,                0.57389,                0.24999,                 2.1566,                0.96679,                0.78463,              0.0009308,              0.0009308,              0.0009308
                    110,                 2.0736,                 0.9059,                0.81963,                0.68236,                0.57429,                0.66602,                0.26592,                 2.1874,                0.86366,                0.78026,              0.0009209,              0.0009209,              0.0009209
                    111,                 2.1867,                0.97048,                0.81942,                0.75833,                0.55925,                0.66701,                0.28773,                 1.9027,                 0.9066,                0.78219,               0.000911,               0.000911,               0.000911
                    112,                 2.1169,                0.94337,                0.82822,                0.71712,                0.61386,                0.67212,                0.24149,                 2.2128,                0.86832,                0.78235,              0.0009011,              0.0009011,              0.0009011
                    113,                  2.129,                0.96508,                0.82238,                 0.7377,                 0.4734,                0.53185,                0.23018,                 1.9077,                 1.0358,                0.77662,              0.0008912,              0.0008912,              0.0008912
                    114,                 2.0515,                0.86961,                0.82895,                0.79826,                0.52475,                0.63968,                 0.2395,                 2.1548,                0.94078,                0.77779,              0.0008813,              0.0008813,              0.0008813
                    115,                 2.0404,                0.93929,                 0.8058,                0.64043,                0.54669,                 0.6163,                0.26656,                 1.9869,                0.84864,                0.77522,              0.0008714,              0.0008714,              0.0008714
                    116,                 2.0616,                 0.9463,                 0.8128,                0.67215,                0.57426,                 0.6295,                0.24836,                 2.1365,                0.86938,                0.78209,              0.0008615,              0.0008615,              0.0008615
                    117,                 2.0579,                0.93578,                0.82064,                0.73585,                0.55166,                0.63359,                0.27372,                 1.9661,                0.88917,                0.77928,              0.0008516,              0.0008516,              0.0008516
                    118,                 2.0254,                0.93231,                0.82639,                0.73077,                0.53752,                0.62674,                 0.2403,                 1.8959,                0.86736,                0.77628,              0.0008417,              0.0008417,              0.0008417
                    119,                  2.128,                0.90739,                0.81709,                0.72873,                0.53465,                0.62886,                0.24622,                 1.9999,                0.81894,                0.78481,              0.0008318,              0.0008318,              0.0008318
                    120,                 2.0945,                0.91695,                0.81449,                0.76678,                0.46535,                0.57225,                0.23552,                 2.0923,                0.86859,                 0.7831,              0.0008219,              0.0008219,              0.0008219
                    121,                 2.0668,                0.91322,                0.81189,                0.75011,                0.47525,                0.55037,                0.21837,                 2.0569,                0.99878,                0.78273,               0.000812,               0.000812,               0.000812
                    122,                 2.1527,                0.91446,                0.81583,                0.77585,                0.52475,                0.60647,                0.24099,                 2.1116,                0.96356,                0.78392,              0.0008021,              0.0008021,              0.0008021
                    123,                 2.0863,                 1.0182,                0.82586,                0.72158,                0.59022,                0.63115,                0.23892,                 2.0448,                0.86492,                0.78532,              0.0007922,              0.0007922,              0.0007922
                    124,                 2.0149,                 0.8072,                0.81907,                0.78124,                0.49502,                0.60986,                0.22706,                  2.328,                0.89837,                0.78266,              0.0007823,              0.0007823,              0.0007823
                    125,                 2.1063,                0.90499,                0.81879,                  0.793,                0.53465,                 0.6461,                0.23622,                 2.1602,                0.84984,                0.78423,              0.0007724,              0.0007724,              0.0007724
                    126,                 2.0305,                0.88572,                0.81726,                0.77804,                0.51485,                0.62464,                0.24254,                 2.0653,                0.91683,                0.77878,              0.0007625,              0.0007625,              0.0007625
                    127,                 2.0935,                0.94323,                0.79655,                0.78999,                0.51485,                0.63126,                0.27791,                 1.9659,                0.83418,                0.78316,              0.0007526,              0.0007526,              0.0007526
                    128,                 2.0454,                 0.8757,                0.80672,                0.71168,                0.53768,                0.59517,                0.26181,                 2.0045,                0.86496,                0.78404,              0.0007427,              0.0007427,              0.0007427
                    129,                 2.0073,                0.90461,                0.81629,                0.75917,                 0.4994,                0.56616,                0.22632,                 2.0442,                0.96783,                0.78009,              0.0007328,              0.0007328,              0.0007328
                    130,                 1.9726,                0.88841,                0.81866,                0.79206,                0.59406,                0.68105,                0.26659,                 2.1278,                0.80755,                0.78547,              0.0007229,              0.0007229,              0.0007229
                    131,                 2.0565,                0.96174,                0.81175,                0.79698,                0.58302,                 0.6787,                0.27896,                 2.0903,                0.88531,                0.78174,               0.000713,               0.000713,               0.000713
                    132,                 2.1244,                 0.9113,                0.81832,                0.72725,                0.53465,                0.65018,                0.27948,                 2.1064,                0.86447,                0.78311,              0.0007031,              0.0007031,              0.0007031
                    133,                 2.0271,                0.85265,                0.81559,                0.74893,                0.51485,                0.60349,                 0.2567,                 2.0863,                0.89292,                0.78327,              0.0006932,              0.0006932,              0.0006932
                    134,                 2.1149,                0.92119,                0.81612,                 0.7471,                0.52649,                0.62156,                0.26351,                  2.031,                 0.8548,                0.78145,              0.0006833,              0.0006833,              0.0006833
                    135,                  2.067,                0.84527,                0.80852,                0.77858,                0.52225,                0.59714,                0.26551,                 2.1294,                0.88763,                0.78186,              0.0006734,              0.0006734,              0.0006734
                    136,                 2.0251,                0.87387,                0.82293,                0.79556,                0.53945,                0.61804,                0.26318,                 1.9762,                0.90904,                0.77867,              0.0006635,              0.0006635,              0.0006635
                    137,                 2.0175,                0.90259,                0.82567,                0.77789,                0.49505,                0.59955,                0.25217,                 1.9962,                0.89844,                0.78141,              0.0006536,              0.0006536,              0.0006536
                    138,                 2.1193,                0.94677,                0.82153,                0.70925,                0.56436,                0.64195,                0.25791,                 1.9109,                 0.8921,                0.77697,              0.0006437,              0.0006437,              0.0006437
                    139,                 2.0708,                0.92532,                0.80488,                0.74102,                0.55446,                0.60691,                0.26151,                 2.0149,                0.90133,                0.78259,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.9843,                0.83702,                0.80589,                0.76335,                0.52475,                0.67155,                0.29487,                 1.8947,                0.80773,                0.77597,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.9505,                0.86516,                0.80718,                0.75712,                0.55557,                0.65692,                0.27161,                 2.0767,                0.81206,                0.77871,               0.000614,               0.000614,               0.000614
                    142,                 1.9352,                0.87948,                0.81066,                0.77622,                0.54952,                0.65527,                0.29181,                 1.9519,                0.77786,                0.77827,              0.0006041,              0.0006041,              0.0006041
                    143,                 2.0835,                0.91985,                0.80344,                 0.7764,                0.53465,                0.62789,                0.23934,                 2.0077,                0.83651,                0.78037,              0.0005942,              0.0005942,              0.0005942
                    144,                 2.1458,                 0.9465,                0.81233,                0.82898,                0.52475,                0.66851,                0.26235,                 2.1407,                0.74806,                0.78382,              0.0005843,              0.0005843,              0.0005843
                    145,                   2.09,                0.92653,                0.81065,                0.87001,                 0.4639,                0.63514,                0.24027,                 2.0628,                0.78467,                 0.7844,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.9582,                0.83401,                0.81055,                0.84479,                0.53893,                0.65871,                0.28274,                 1.9451,                0.74713,                0.77914,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.9764,                0.90764,                0.81198,                0.78797,                0.51514,                0.62861,                0.27363,                 1.9856,                 0.7701,                0.78238,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.0234,                0.88273,                0.81824,                0.80858,                0.47525,                0.60761,                0.25943,                 2.0059,                0.82534,                0.78476,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.9679,                0.83937,                0.79747,                0.74794,                0.49948,                0.60749,                0.24009,                 2.1474,                0.87709,                0.77937,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.9268,                0.78342,                0.80797,                0.78366,                0.59406,                 0.6862,                0.29028,                 1.8861,                0.79222,                0.77619,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.9499,                0.83791,                0.80551,                0.78869,                0.59128,                0.70098,                0.28794,                 1.9465,                0.76848,                0.77771,               0.000515,               0.000515,               0.000515
                    152,                 2.0647,                0.84369,                 0.8139,                0.81413,                0.56378,                 0.6851,                0.29603,                  1.992,                0.79544,                0.77764,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.9441,                0.84355,                0.81525,                 0.7476,                0.47525,                0.54596,                0.21171,                 2.1185,                0.94755,                0.77776,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.9588,                0.85136,                 0.8128,                0.78309,                0.52475,                0.62457,                0.26272,                 1.9587,                0.81429,                0.77683,              0.0004853,              0.0004853,              0.0004853
