                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.8621,                0.82914,                 0.7989,                0.81056,                0.54455,                0.65236,                0.26696,                 1.8997,                 0.8046,                0.77407,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.8665,                0.80273,                0.80321,                0.77578,                0.54813,                0.65821,                0.25701,                 1.9503,                0.79011,                0.77566,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.9201,                0.85805,                0.80659,                0.84595,                0.55446,                0.67952,                0.26853,                 1.9923,                0.77037,                0.77747,              0.0004556,              0.0004556,              0.0004556
                    158,                   1.91,                0.81284,                0.80686,                0.81959,                0.49477,                0.62529,                0.22114,                  1.942,                0.88354,                0.77358,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.8996,                0.87293,                0.79489,                  0.792,                0.44554,                0.56361,                0.22152,                  2.147,                0.81601,                0.77786,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.9951,                 0.8632,                0.82055,                0.78382,                0.58416,                0.65756,                0.27136,                 1.9518,                0.74537,                0.77301,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.8595,                 0.8028,                0.79674,                0.88686,                0.57426,                0.67878,                0.25831,                 2.0075,                0.76404,                0.77198,               0.000416,               0.000416,               0.000416
                    162,                 1.9233,                0.82447,                0.80654,                 0.8189,                0.56436,                0.67314,                0.25022,                 2.0902,                0.76606,                0.77551,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.9372,                0.84186,                 0.8069,                0.83046,                0.56436,                0.68977,                0.28473,                 1.9743,                0.73328,                0.77248,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.9269,                0.81805,                0.81309,                0.83006,                0.58037,                0.72511,                0.29493,                 1.9474,                0.71623,                0.77423,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.9029,                0.76584,                 0.8152,                 0.8712,                0.45545,                0.60948,                  0.225,                 2.1168,                0.79803,                0.78144,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.8872,                0.85497,                0.80743,                0.75153,                0.55446,                0.66259,                 0.2645,                 1.8507,                0.73179,                0.77899,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.8305,                0.83671,                0.79957,                0.86521,                0.55446,                0.69025,                0.26761,                 1.9223,                0.70151,                0.78424,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.8049,                0.79883,                0.80714,                 0.8758,                0.55857,                0.69747,                0.26769,                 1.9875,                0.76962,                0.77237,              0.0003467,              0.0003467,              0.0003467
                    169,                  1.919,                0.77966,                0.80386,                0.85691,                0.53365,                0.66508,                0.25283,                 1.9882,                0.79057,                0.76886,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.9231,                0.87846,                0.80728,                0.83331,                0.54445,                0.66518,                0.25772,                 1.8899,                0.73704,                0.77084,              0.0003269,              0.0003269,              0.0003269
                    171,                  1.784,                0.78129,                0.79175,                0.83187,                 0.5879,                0.69753,                0.29128,                 1.8293,                0.67969,                0.77177,               0.000317,               0.000317,               0.000317
                    172,                 1.8386,                  0.804,                0.79292,                0.83384,                0.57426,                0.69638,                0.26829,                 1.9329,                0.71378,                0.78098,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.8947,                0.86582,                0.79251,                0.78794,                0.58416,                0.66615,                0.27388,                 1.8975,                0.70426,                0.77869,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.8293,                0.79892,                0.80651,                0.82362,                0.55481,                0.67695,                0.26915,                   1.87,                0.72015,                0.78014,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.9022,                0.82336,                0.79343,                0.85431,                0.59406,                0.70371,                0.30195,                 1.8509,                0.68881,                 0.7792,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.8454,                0.76485,                0.79224,                0.82294,                0.54455,                0.66931,                 0.2729,                 1.8998,                0.70992,                0.77315,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.8184,                 0.7464,                0.79621,                0.87434,                0.55117,                0.68434,                0.28166,                  1.849,                0.68927,                0.77881,              0.0002576,              0.0002576,              0.0002576
                    178,                  1.725,                0.76165,                0.78951,                0.90445,                0.56236,                0.67531,                0.26707,                 1.8712,                0.70814,                0.78182,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.8159,                0.74051,                0.80277,                  0.877,                0.53465,                0.67376,                0.27915,                 1.8043,                0.70231,                0.77598,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.7763,                0.72468,                0.80506,                0.87789,                0.51485,                0.64457,                0.23586,                 2.0855,                0.77433,                0.77542,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.7959,                0.77349,                0.80617,                0.91484,                0.53184,                0.67383,                0.26863,                 1.9196,                0.73731,                0.77585,               0.000218,               0.000218,               0.000218
                    182,                 1.8169,                0.74076,                 0.7962,                0.90184,                0.54581,                0.68278,                 0.2696,                 1.8034,                0.67843,                0.77525,              0.0002081,              0.0002081,              0.0002081
                    183,                  1.741,                0.71106,                0.81053,                0.85784,                0.53775,                0.67773,                0.27807,                  1.824,                0.67113,                0.77635,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.8443,                0.80636,                 0.8092,                0.87775,                0.56872,                0.72569,                0.29524,                 1.8078,                0.67046,                0.77303,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.7488,                0.78258,                0.79968,                0.87613,                0.56026,                0.69924,                0.26721,                 1.9149,                0.71541,                0.77705,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.7645,                0.75782,                0.80958,                0.86079,                0.55102,                0.67707,                0.27044,                 1.9557,                0.76412,                 0.7732,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.7727,                0.78334,                0.80816,                0.89819,                0.56436,                0.71618,                0.28575,                 2.0036,                0.75926,                 0.7749,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.7825,                0.80447,                0.78826,                 0.8669,                0.58042,                0.72323,                0.27921,                 1.9645,                0.73577,                0.77513,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.8083,                 0.7482,                 0.7942,                 0.8587,                0.57426,                0.71158,                0.29794,                 1.8714,                0.69153,                0.77627,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.7819,                0.85066,                0.80219,                0.87885,                0.55446,                0.67313,                0.25348,                 1.9584,                 0.7106,                0.77737,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.7513,                0.73618,                0.81318,                0.94727,                0.49505,                0.64522,                0.25816,                  1.991,                0.72865,                0.77673,               0.000119,               0.000119,               0.000119
                    192,                 1.7261,                0.78461,                0.80364,                0.92584,                0.49444,                0.60759,                0.23479,                 2.0277,                0.76461,                0.78354,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.6655,                0.71489,                0.81052,                0.90623,                0.50495,                  0.611,                0.22572,                 1.9876,                0.75964,                0.78691,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.6158,                0.70207,                0.79983,                0.84878,                0.52475,                 0.6267,                0.24948,                  2.002,                0.73311,                0.78358,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.6491,                0.70576,                0.78253,                0.87852,                0.53465,                0.65598,                0.26787,                 1.9442,                0.70902,                0.78222,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.6032,                0.70246,                0.79921,                0.93095,                0.53397,                0.66687,                0.26731,                 1.9338,                0.69349,                0.78229,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                  1.658,                0.68717,                0.81221,                0.86964,                0.55446,                0.66954,                0.27801,                 1.9041,                0.68282,                0.78099,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.6124,                0.73379,                 0.8068,                0.87391,                0.57426,                0.69793,                0.30095,                 1.8206,                0.66759,                0.78134,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.6339,                0.67341,                0.80766,                0.88419,                0.56436,                0.69882,                0.30011,                 1.8682,                 0.6765,                0.78015,               3.98e-05,               3.98e-05,               3.98e-05
