                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 2.7436,                   1.66,                0.87561,                0.59488,                0.33663,                0.34851,                0.10516,                  2.459,                 1.4746,                0.81987,              0.0016535,              0.0016535,              0.0016535
                     37,                 2.6935,                 1.6304,                0.87775,                0.50729,                0.23451,                0.25287,                0.08809,                  2.606,                 1.7409,                0.82772,              0.0016436,              0.0016436,              0.0016436
                     38,                 2.7515,                 1.5627,                0.88809,                 0.3512,                0.09901,                0.11203,                0.02978,                 3.0146,                 3.0049,                0.85807,              0.0016337,              0.0016337,              0.0016337
                     39,                 2.8324,                 1.5884,                0.88221,                0.66622,                0.37624,                0.40907,                0.13282,                 2.4355,                  1.318,                0.81847,              0.0016238,              0.0016238,              0.0016238
                     40,                 2.7155,                 1.5022,                0.88661,                0.36563,                0.15981,                0.18787,                0.05357,                 2.3992,                 2.7618,                0.83256,              0.0016139,              0.0016139,              0.0016139
                     41,                 2.7567,                 1.4731,                0.87818,                0.59592,                0.26733,                0.38197,                0.10946,                 2.4832,                  1.718,                0.81266,               0.001604,               0.001604,               0.001604
                     42,                 2.6376,                 1.5943,                0.87723,                0.21401,                0.54455,                0.39894,                0.12279,                 2.3336,                 1.9839,                0.81831,              0.0015941,              0.0015941,              0.0015941
                     43,                 2.7763,                 1.4906,                0.89058,                 0.5262,                0.35191,                0.39035,                0.10148,                 2.3331,                 1.4806,                0.81168,              0.0015842,              0.0015842,              0.0015842
                     44,                 2.7608,                 1.4679,                  0.873,                0.60365,                0.33663,                0.36191,                0.11234,                 2.3515,                 1.3846,                0.80504,              0.0015743,              0.0015743,              0.0015743
                     45,                 2.8001,                 1.5023,                0.87307,                0.59152,                0.36634,                0.38856,                0.11845,                  2.671,                 1.3695,                 0.8346,              0.0015644,              0.0015644,              0.0015644
                     46,                  2.641,                 1.4173,                0.86805,                0.58339,                0.38823,                0.47335,                0.15627,                 2.4344,                 1.3167,                 0.8134,              0.0015545,              0.0015545,              0.0015545
                     47,                 2.6668,                 1.3905,                0.86009,                0.60961,                0.35644,                0.44367,                 0.1447,                 2.1574,                 1.4043,                0.80828,              0.0015446,              0.0015446,              0.0015446
                     48,                 2.6789,                 1.4174,                0.86354,                0.74205,                0.32673,                0.44716,                0.15791,                 2.1546,                 1.4361,                0.81214,              0.0015347,              0.0015347,              0.0015347
                     49,                 2.5727,                 1.4541,                 0.8808,                0.61064,                0.37624,                0.39693,                0.13973,                 2.3455,                 1.4321,                0.81019,              0.0015248,              0.0015248,              0.0015248
                     50,                 2.5668,                 1.4832,                0.85238,                 0.6238,                0.32837,                0.38733,                0.13555,                 2.1756,                  1.644,                 0.8065,              0.0015149,              0.0015149,              0.0015149
                     51,                 2.4797,                 1.2918,                0.85391,                   0.26,                0.38614,                0.31624,                0.13158,                 2.1787,                 2.1021,                0.80355,               0.001505,               0.001505,               0.001505
                     52,                 2.5734,                 1.4148,                0.86548,                0.67773,                0.30693,                0.42185,                0.12662,                 2.3216,                 1.3115,                0.81045,              0.0014951,              0.0014951,              0.0014951
                     53,                  2.696,                 1.3468,                0.87531,                0.45367,                0.32068,                0.29023,                0.08937,                 2.6124,                 1.4236,                0.81895,              0.0014852,              0.0014852,              0.0014852
                     54,                 2.4879,                 1.2615,                0.84726,                0.68307,                0.39604,                0.43964,                0.15983,                 2.1559,                 1.3759,                0.79741,              0.0014753,              0.0014753,              0.0014753
                     55,                 2.4523,                 1.2757,                0.85495,                 0.5453,                0.43564,                 0.3945,                0.13426,                 2.2967,                 1.3978,                0.79606,              0.0014654,              0.0014654,              0.0014654
                     56,                  2.542,                 1.2808,                0.85313,                0.60426,                0.49893,                0.48585,                0.13308,                 2.1888,                 1.3163,                0.79494,              0.0014555,              0.0014555,              0.0014555
                     57,                 2.5495,                 1.3107,                0.86837,                0.72841,                0.39836,                   0.55,                0.16077,                 2.1565,                  1.202,                0.79999,              0.0014456,              0.0014456,              0.0014456
                     58,                 2.3528,                 1.2283,                0.87004,                0.55901,                0.26733,                0.29869,                0.08584,                 3.0251,                 1.3804,                0.84907,              0.0014357,              0.0014357,              0.0014357
                     59,                 2.3853,                 1.3256,                0.86692,                0.64558,                0.34653,                0.42938,                0.13409,                 2.4029,                 1.3719,                0.81048,              0.0014258,              0.0014258,              0.0014258
                     60,                 2.4569,                 1.3703,                0.84723,                0.60713,                0.40594,                0.37799,                 0.1225,                 2.5388,                 1.4132,                0.81412,              0.0014159,              0.0014159,              0.0014159
                     61,                 2.5718,                 1.4501,                 0.8596,                0.66576,                0.23668,                0.37715,                0.11008,                 2.6649,                  1.743,                0.80854,               0.001406,               0.001406,               0.001406
                     62,                 2.6252,                  1.343,                0.85944,                0.66639,                0.37578,                0.48907,                0.16029,                 2.3294,                 1.3815,                0.79961,              0.0013961,              0.0013961,              0.0013961
                     63,                 2.4956,                 1.3007,                0.87089,                0.76385,                0.51243,                 0.5409,                0.18239,                 2.2527,                 1.2384,                0.79443,              0.0013862,              0.0013862,              0.0013862
                     64,                 2.6129,                 1.4137,                0.86355,                0.64587,                0.36119,                 0.4641,                0.16283,                 2.0591,                 1.4021,                0.79273,              0.0013763,              0.0013763,              0.0013763
                     65,                 2.3894,                 1.3613,                 0.8621,                0.66592,                0.46535,                0.49393,                 0.1714,                 2.1954,                 1.1355,                0.80163,              0.0013664,              0.0013664,              0.0013664
                     66,                 2.4023,                 1.2658,                0.85334,                0.52634,                0.34653,                0.38891,                 0.1389,                 2.2579,                 1.3945,                0.80021,              0.0013565,              0.0013565,              0.0013565
                     67,                 2.4057,                 1.3905,                0.86163,                0.53918,                0.48515,                0.44172,                0.16246,                 2.3559,                 1.2362,                0.80772,              0.0013466,              0.0013466,              0.0013466
                     68,                 2.4673,                 1.4202,                0.84217,                 0.5481,                0.40833,                0.44397,                0.16997,                  2.037,                 1.2822,                0.79907,              0.0013367,              0.0013367,              0.0013367
                     69,                 2.3705,                 1.2278,                0.85486,                 0.6222,                0.44029,                0.42087,                 0.1414,                 2.2408,                 1.2335,                0.79835,              0.0013268,              0.0013268,              0.0013268
                     70,                 2.4005,                  1.249,                0.85461,                0.72336,                0.38614,                0.49737,                0.19599,                 1.9186,                 1.2607,                0.79625,              0.0013169,              0.0013169,              0.0013169
                     71,                 2.3888,                 1.2638,                0.86157,                0.67536,                0.53555,                 0.5061,                0.15834,                  2.272,                 1.1915,                0.79755,               0.001307,               0.001307,               0.001307
                     72,                 2.4436,                 1.3448,                0.84552,                 0.5429,                0.29703,                0.41253,                0.12774,                  2.387,                 1.8054,                0.79983,              0.0012971,              0.0012971,              0.0012971
                     73,                 2.5295,                 1.2856,                0.86935,                0.52067,                0.43564,                0.43685,                0.14717,                 2.1556,                 1.1818,                0.79844,              0.0012872,              0.0012872,              0.0012872
                     74,                  2.473,                 1.2215,                0.85997,                0.61825,                0.43297,                 0.4863,                0.15615,                 2.4219,                 1.2024,                0.79887,              0.0012773,              0.0012773,              0.0012773
                     75,                  2.374,                 1.1515,                0.85289,                0.72717,                0.40594,                0.49754,                0.19439,                 2.0796,                 1.1631,                0.80186,              0.0012674,              0.0012674,              0.0012674
                     76,                 2.3097,                 1.2101,                0.85108,                 0.7216,                0.46197,                0.53214,                0.15632,                 2.2072,                 1.2504,                0.80679,              0.0012575,              0.0012575,              0.0012575
                     77,                  2.428,                 1.1633,                  0.847,                0.55347,                0.38047,                0.37706,                0.11352,                 2.3102,                 1.3077,                0.79891,              0.0012476,              0.0012476,              0.0012476
                     78,                  2.385,                 1.2002,                0.86341,                0.70873,                0.49505,                 0.5289,                0.19093,                 2.0903,                 1.0404,                0.79081,              0.0012377,              0.0012377,              0.0012377
                     79,                 2.3002,                 1.1844,                0.85012,                0.61831,                0.46513,                0.44887,                0.13733,                 2.2618,                 1.1527,                0.79633,              0.0012278,              0.0012278,              0.0012278
                     80,                 2.3171,                 1.1612,                0.85567,                0.61995,                0.38765,                0.48256,                0.16374,                 2.0493,                 1.2644,                0.79559,              0.0012179,              0.0012179,              0.0012179
                     81,                 2.1986,                  1.135,                0.82831,                0.73777,                0.40594,                0.47884,                0.14092,                 2.2243,                  1.445,                0.79675,               0.001208,               0.001208,               0.001208
                     82,                 2.3804,                 1.2243,                0.85847,                0.69323,                 0.4475,                0.52141,                0.18712,                 2.1156,                 1.2784,                0.79547,              0.0011981,              0.0011981,              0.0011981
                     83,                 2.2867,                 1.1454,                0.83832,                0.67095,                0.48515,                0.54808,                0.18754,                 2.1452,                 1.1552,                0.78815,              0.0011882,              0.0011882,              0.0011882
                     84,                 2.3042,                 1.1295,                0.84869,                0.69225,                0.44542,                0.53339,                0.19501,                 2.0579,                 1.1721,                0.78905,              0.0011783,              0.0011783,              0.0011783
                     85,                 2.2354,                 1.1253,                 0.8377,                0.72348,                0.46629,                0.54164,                0.22012,                 2.1399,                 1.0692,                0.79312,              0.0011684,              0.0011684,              0.0011684
                     86,                 2.2511,                 1.1134,                 0.8473,                0.76493,                0.52475,                0.59746,                0.20576,                 2.0138,                 1.0532,                0.78404,              0.0011585,              0.0011585,              0.0011585
                     87,                 2.3542,                 1.2549,                0.85403,                0.19328,                0.22772,                0.18514,                 0.0713,                 2.9657,                   3.25,                0.83138,              0.0011486,              0.0011486,              0.0011486
                     88,                 2.2837,                 1.1261,                0.83915,                0.66629,                0.45469,                0.50449,                0.17921,                  2.041,                 1.0858,                0.79133,              0.0011387,              0.0011387,              0.0011387
                     89,                 2.1944,                 1.2455,                0.83696,                0.33578,                0.15842,                0.16631,                0.04511,                 2.9808,                  2.036,                0.80875,              0.0011288,              0.0011288,              0.0011288
                     90,                 2.2091,                 1.1036,                0.85618,                0.74101,                0.40594,                0.55707,                0.19478,                 2.0179,                 1.3329,                0.78575,              0.0011189,              0.0011189,              0.0011189
                     91,                  2.159,                 1.0669,                0.85122,                0.77543,                0.47865,                0.57477,                0.21414,                 1.9919,                 1.3717,                0.79002,               0.001109,               0.001109,               0.001109
                     92,                 2.2959,                  1.158,                0.86211,                0.63494,                0.51663,                0.55175,                0.19345,                 1.9975,                 1.1484,                0.78803,              0.0010991,              0.0010991,              0.0010991
                     93,                 2.3277,                 1.1489,                0.84973,                0.64636,                0.44554,                0.54265,                0.21045,                 1.7867,                 1.1135,                0.78415,              0.0010892,              0.0010892,              0.0010892
                     94,                 2.1791,                0.96771,                0.83708,                0.72198,                0.45545,                0.51155,                0.21199,                 2.0024,                 1.1709,                0.79075,              0.0010793,              0.0010793,              0.0010793
                     95,                 2.1714,                 1.0608,                0.83455,                0.67749,                0.50495,                0.52801,                0.17677,                 2.1935,                  1.022,                0.78943,              0.0010694,              0.0010694,              0.0010694
                     96,                 2.2033,                 1.0903,                0.84732,                0.54236,                0.51485,                0.48776,                0.17016,                 2.2523,                 1.1386,                0.80424,              0.0010595,              0.0010595,              0.0010595
                     97,                 2.3564,                 1.2184,                0.84929,                0.61517,                0.49505,                0.55004,                0.20568,                  2.125,                 1.1452,                0.79045,              0.0010496,              0.0010496,              0.0010496
                     98,                 2.2171,                 1.0361,                 0.8506,                0.72959,                0.43564,                0.51475,                0.19152,                 2.2064,                 1.3388,                0.79302,              0.0010397,              0.0010397,              0.0010397
                     99,                 2.1176,                 1.0481,                0.83434,                0.78708,                0.47581,                0.50828,                0.18584,                 1.9021,                 1.0713,                0.79641,              0.0010298,              0.0010298,              0.0010298
                    100,                 2.1853,                 1.1526,                0.83601,                0.71334,                0.42574,                0.50907,                0.19876,                 2.0007,                 1.1927,                 0.7909,              0.0010199,              0.0010199,              0.0010199
                    101,                 2.2005,                 1.0596,                0.84382,                0.77196,                0.46928,                0.50529,                0.18904,                 2.1088,                 1.0909,                0.78508,                0.00101,                0.00101,                0.00101
                    102,                 2.1557,                 1.0329,                0.84425,                0.75748,                0.44554,                0.54915,                0.22807,                 1.8171,                 1.3502,                0.78234,              0.0010001,              0.0010001,              0.0010001
                    103,                 2.2003,                 1.0846,                0.83928,                0.81634,                0.44554,                0.60336,                0.25434,                 2.1823,                 1.2815,                  0.791,              0.0009902,              0.0009902,              0.0009902
                    104,                  2.253,                 1.0692,                0.82489,                 0.8491,                0.44554,                0.63143,                0.24053,                 2.0371,                 1.1106,                0.78381,              0.0009803,              0.0009803,              0.0009803
                    105,                 2.1747,                 1.0397,                0.85239,                0.71818,                0.49505,                0.56991,                0.22591,                 2.0163,                0.98679,                0.78769,              0.0009704,              0.0009704,              0.0009704
                    106,                 2.2113,                  1.033,                  0.848,                0.75227,                 0.5412,                0.58297,                0.21733,                  1.952,                  1.037,                0.79201,              0.0009605,              0.0009605,              0.0009605
                    107,                  2.144,                 1.0743,                 0.8322,                  0.799,                0.51168,                0.60499,                0.25805,                 1.9624,                 1.1216,                0.79174,              0.0009506,              0.0009506,              0.0009506
                    108,                 2.2176,                 1.1013,                0.84603,                0.70708,                 0.5736,                0.57554,                0.22408,                 2.0029,                0.97948,                0.79257,              0.0009407,              0.0009407,              0.0009407
                    109,                 2.0976,                0.96673,                0.83423,                0.74504,                0.49188,                0.57694,                0.25119,                  1.885,                  1.109,                0.79823,              0.0009308,              0.0009308,              0.0009308
                    110,                 2.1729,                 0.9631,                 0.8445,                0.67066,                0.38311,                0.47463,                0.20253,                 2.1162,                 1.4104,                0.78917,              0.0009209,              0.0009209,              0.0009209
                    111,                 2.2219,                 1.0077,                0.84544,                0.72693,                0.45545,                0.51005,                0.19406,                 1.9615,                 1.1007,                0.78669,               0.000911,               0.000911,               0.000911
                    112,                 2.1535,                 1.0379,                0.83439,                0.58414,                0.50495,                0.55983,                0.22599,                 1.9285,                 1.0173,                0.79709,              0.0009011,              0.0009011,              0.0009011
                    113,                 2.1324,                 1.0239,                0.83829,                0.53038,                0.49505,                0.49754,                0.18315,                 2.1268,                 1.1106,                0.78813,              0.0008912,              0.0008912,              0.0008912
                    114,                 2.1488,                0.90056,                0.84485,                0.59409,                0.42027,                0.51267,                0.20442,                 1.9777,                 1.1082,                0.78844,              0.0008813,              0.0008813,              0.0008813
                    115,                 2.0369,                 1.0154,                0.82712,                0.69255,                0.52475,                0.61126,                0.22086,                  2.048,                 0.9054,                0.79446,              0.0008714,              0.0008714,              0.0008714
                    116,                 2.0364,                0.96707,                0.83305,                0.76483,                0.52475,                0.59573,                0.24701,                 1.8913,                 1.0587,                0.79192,              0.0008615,              0.0008615,              0.0008615
                    117,                 2.1658,                0.98456,                0.84173,                0.76048,                0.44015,                0.56013,                0.22538,                 1.8893,                 1.3076,                0.79331,              0.0008516,              0.0008516,              0.0008516
                    118,                 2.1016,                 1.0094,                0.84588,                0.68294,                0.40521,                0.53684,                0.21107,                 1.8849,                 1.2624,                0.78789,              0.0008417,              0.0008417,              0.0008417
                    119,                 2.0866,                0.93339,                0.83458,                0.72831,                0.53086,                0.65268,                 0.2425,                 1.8808,                0.89562,                0.78814,              0.0008318,              0.0008318,              0.0008318
                    120,                 2.0557,                  0.948,                0.83543,                0.88585,                0.53791,                0.66575,                0.27512,                 2.0018,                0.97528,                 0.7943,              0.0008219,              0.0008219,              0.0008219
                    121,                 2.1221,                 1.0141,                0.83797,                0.71698,                0.50495,                0.56444,                0.22436,                 2.0849,                0.93806,                0.79549,               0.000812,               0.000812,               0.000812
                    122,                 2.1668,                 1.0199,                0.84327,                0.81775,                0.48872,                0.62133,                0.25464,                 2.0454,                0.95416,                0.79825,              0.0008021,              0.0008021,              0.0008021
                    123,                 2.1796,                0.98089,                0.84621,                0.64936,                0.55011,                0.62071,                0.23678,                 1.9479,                0.87228,                0.79092,              0.0007922,              0.0007922,              0.0007922
                    124,                 2.1186,                0.88475,                0.83741,                0.85026,                0.41584,                0.52046,                0.20536,                 1.9808,                 0.9359,                0.78645,              0.0007823,              0.0007823,              0.0007823
                    125,                 2.0323,                 0.9944,                0.82762,                0.72424,                0.40594,                 0.5004,                 0.2025,                 1.8824,                0.99258,                0.78352,              0.0007724,              0.0007724,              0.0007724
                    126,                 2.0577,                0.92235,                0.83319,                0.76084,                0.44101,                0.58332,                0.26819,                 1.7798,                  1.009,                0.78578,              0.0007625,              0.0007625,              0.0007625
                    127,                 2.0646,                0.94705,                0.81276,                0.71775,                0.50357,                0.60171,                0.25717,                 1.8901,                0.91923,                0.78738,              0.0007526,              0.0007526,              0.0007526
                    128,                  2.054,                0.95619,                0.82382,                0.69641,                0.50495,                0.58505,                0.23894,                 1.8826,                 1.0434,                0.78958,              0.0007427,              0.0007427,              0.0007427
                    129,                 1.9419,                0.90492,                0.82402,                0.70192,                0.47525,                0.58866,                0.23891,                 1.8742,                0.98913,                0.78755,              0.0007328,              0.0007328,              0.0007328
                    130,                 2.0473,                0.90562,                 0.8383,                0.69784,                0.51485,                0.60236,                0.22812,                 1.8163,                0.90363,                0.78324,              0.0007229,              0.0007229,              0.0007229
                    131,                 2.0477,                0.96526,                0.83293,                0.71239,                  0.515,                0.61213,                0.23048,                 1.9165,                 0.8983,                0.78634,               0.000713,               0.000713,               0.000713
                    132,                  2.086,                0.87277,                0.83964,                0.80767,                 0.4574,                0.63133,                0.27593,                 1.9212,                0.92372,                0.79506,              0.0007031,              0.0007031,              0.0007031
                    133,                 2.0481,                 0.8768,                0.83532,                0.68604,                0.47597,                0.54987,                0.22807,                 1.8588,                 1.0054,                0.78977,              0.0006932,              0.0006932,              0.0006932
                    134,                 2.0109,                0.92563,                0.83501,                0.66635,                0.43503,                0.54732,                0.23003,                 1.9587,                 1.0987,                0.78951,              0.0006833,              0.0006833,              0.0006833
                    135,                 1.9702,                0.89289,                0.83381,                0.78468,                0.44554,                0.63668,                0.28186,                 1.9922,                 1.2008,                0.79808,              0.0006734,              0.0006734,              0.0006734
                    136,                 1.9524,                0.93759,                0.84047,                0.65421,                0.43564,                0.54885,                0.22866,                 1.9765,                  1.143,                0.78955,              0.0006635,              0.0006635,              0.0006635
                    137,                 2.0054,                0.93828,                0.84086,                0.55529,                0.45545,                0.52619,                0.20506,                 1.9086,                 1.0419,                0.78379,              0.0006536,              0.0006536,              0.0006536
                    138,                 2.0194,                0.96415,                0.84567,                0.75364,                0.49505,                0.59929,                0.23555,                 1.8029,                 0.9137,                0.78356,              0.0006437,              0.0006437,              0.0006437
                    139,                 2.0654,                0.94709,                0.82509,                0.70355,                0.46998,                0.53778,                0.22705,                 1.8285,                 1.0131,                0.78728,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.9998,                0.91444,                0.82452,                 0.6209,                0.50273,                0.57555,                0.25134,                 1.9193,                0.97253,                0.79002,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.9255,                0.86777,                0.81909,                0.63545,                0.48326,                0.59166,                0.24675,                  1.875,                0.93269,                0.79087,               0.000614,               0.000614,               0.000614
                    142,                 1.9813,                0.94504,                0.82606,                0.72229,                0.48515,                0.57115,                0.23971,                 1.9126,                 0.9419,                0.78859,              0.0006041,              0.0006041,              0.0006041
                    143,                 1.9623,                0.92069,                0.82029,                0.71088,                0.48515,                0.58056,                0.25522,                 1.9289,                0.90326,                0.78667,              0.0005942,              0.0005942,              0.0005942
                    144,                 2.0981,                0.98019,                0.82643,                0.73456,                0.49322,                0.58121,                0.23071,                 2.0248,                0.93074,                0.78978,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.9786,                0.92015,                0.82565,                0.51301,                0.41584,                0.47356,                0.17698,                 1.9198,                  1.155,                0.78922,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.8552,                  0.813,                0.82121,                0.73208,                0.44554,                0.57323,                 0.2441,                 1.8399,                0.94177,                0.78939,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.9472,                0.90608,                0.82683,                0.77141,                0.50121,                0.62107,                0.25696,                 1.8674,                0.88492,                0.78607,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.0878,                0.89396,                0.84356,                0.73989,                0.50696,                0.59455,                0.26745,                 1.7435,                0.97674,                0.78221,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.9624,                0.86463,                0.82424,                0.69246,                0.42359,                0.48737,                0.17648,                  2.035,                 1.1481,                0.78881,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.9443,                0.85929,                0.82393,                0.74596,                0.46535,                0.55185,                0.21378,                 1.7743,                0.92559,                0.78626,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.9915,                 0.9508,                0.82757,                0.71553,                0.50495,                0.61716,                0.25766,                 1.8293,                0.84421,                0.78556,               0.000515,               0.000515,               0.000515
                    152,                  2.121,                0.89243,                0.84101,                0.77541,                0.48515,                0.60304,                0.25303,                 1.8055,                 1.0046,                0.78259,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.9619,                0.92199,                0.84339,                0.65966,                0.44554,                0.49176,                0.21084,                 1.9956,                0.99181,                0.78507,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.0583,                0.92079,                0.83707,                 0.6719,                0.38614,                0.47642,                0.19877,                 1.8663,                 1.0022,                0.78539,              0.0004853,              0.0004853,              0.0004853
